username,following,followers,likes,video_views,video_link,scrap_date,scrap_time
fernandassep,156,79600,4000000,2506.0,https://www.tiktok.com/@fernandassep/video/7071835888417836330,2022-04-01,00:48:13.185524
fernandassep,156,79600,4000000,4990.0,https://www.tiktok.com/@fernandassep/video/7071782293966376238,2022-04-01,00:48:13.239405
fernandassep,156,79600,4000000,13400.0,https://www.tiktok.com/@fernandassep/video/7071765094450957610,2022-04-01,00:48:13.285099
fernandassep,156,79600,4000000,6761.0,https://www.tiktok.com/@fernandassep/video/7071753220787457326,2022-04-01,00:48:13.323713
fernandassep,156,79600,4000000,13500.0,https://www.tiktok.com/@fernandassep/video/7071727390887513387,2022-04-01,00:48:13.361654
fernandassep,156,79600,4000000,4465.0,https://www.tiktok.com/@fernandassep/video/7071698496042077486,2022-04-01,00:48:13.400132
fernandassep,156,79600,4000000,3872.0,https://www.tiktok.com/@fernandassep/video/7071458116973432106,2022-04-01,00:48:13.438581
fernandassep,156,79600,4000000,3491.0,https://www.tiktok.com/@fernandassep/video/7071447958717320491,2022-04-01,00:48:13.480525
fernandassep,156,79600,4000000,4463.0,https://www.tiktok.com/@fernandassep/video/7071442134972321067,2022-04-01,00:48:13.524735
fernandassep,156,79600,4000000,7259.0,https://www.tiktok.com/@fernandassep/video/7071403882597109038,2022-04-01,00:48:13.563690
fernandassep,156,79600,4000000,2367.0,https://www.tiktok.com/@fernandassep/video/7071347568919268650,2022-04-01,00:48:13.601453
fernandassep,156,79600,4000000,3292.0,https://www.tiktok.com/@fernandassep/video/7071342189653118251,2022-04-01,00:48:13.638978
fernandassep,156,79600,4000000,4870.0,https://www.tiktok.com/@fernandassep/video/7071138611562908974,2022-04-01,00:48:13.678609
fernandassep,156,79600,4000000,2690.0,https://www.tiktok.com/@fernandassep/video/7071120520640515371,2022-04-01,00:48:13.717930
fernandassep,156,79600,4000000,9856.0,https://www.tiktok.com/@fernandassep/video/7071093834351955243,2022-04-01,00:48:13.757707
fernandassep,156,79600,4000000,2927.0,https://www.tiktok.com/@fernandassep/video/7071060424988413227,2022-04-01,00:48:13.797016
fernandassep,156,79600,4000000,10200.0,https://www.tiktok.com/@fernandassep/video/7070995849181973802,2022-04-01,00:48:13.839241
fernandassep,156,79600,4000000,45800.0,https://www.tiktok.com/@fernandassep/video/7070989159724272938,2022-04-01,00:48:13.876862
fernandassep,156,79600,4000000,6375.0,https://www.tiktok.com/@fernandassep/video/7070987356387446062,2022-04-01,00:48:13.915930
fernandassep,156,79600,4000000,8478.0,https://www.tiktok.com/@fernandassep/video/7070970868976864555,2022-04-01,00:48:13.958064
fernandassep,156,79600,4000000,4236.0,https://www.tiktok.com/@fernandassep/video/7070965970059218219,2022-04-01,00:48:13.998180
fernandassep,156,79600,4000000,6950.0,https://www.tiktok.com/@fernandassep/video/7070962506637806890,2022-04-01,00:48:14.038075
fernandassep,156,79600,4000000,11400.0,https://www.tiktok.com/@fernandassep/video/7070752340453739819,2022-04-01,00:48:14.077793
fernandassep,156,79600,4000000,20000.0,https://www.tiktok.com/@fernandassep/video/7070704245590281515,2022-04-01,00:48:14.119984
fernandassep,156,79600,4000000,5187.0,https://www.tiktok.com/@fernandassep/video/7070693872929885486,2022-04-01,00:48:14.158747
fernandassep,156,79600,4000000,6380.0,https://www.tiktok.com/@fernandassep/video/7070620667405962542,2022-04-01,00:48:14.197649
fernandassep,156,79600,4000000,5707.0,https://www.tiktok.com/@fernandassep/video/7070410726401166634,2022-04-01,00:48:14.237890
fernandassep,156,79600,4000000,9191.0,https://www.tiktok.com/@fernandassep/video/7070374018628521259,2022-04-01,00:48:14.277545
fernandassep,156,79600,4000000,3011.0,https://www.tiktok.com/@fernandassep/video/7070365536143543595,2022-04-01,00:48:14.316412
fernandassep,156,79600,4000000,4739.0,https://www.tiktok.com/@fernandassep/video/7070335520177573166,2022-04-01,00:48:14.360248
fernandassep,156,79600,4000000,6397.0,https://www.tiktok.com/@fernandassep/video/7070335281307684142,2022-04-01,00:48:14.402300
fernandassep,156,79600,4000000,8989.0,https://www.tiktok.com/@fernandassep/video/7070283694057049390,2022-04-01,00:48:14.446559
fernandassep,156,79600,4000000,4300000.0,https://www.tiktok.com/@fernandassep/video/7070253667194162478,2022-04-01,00:48:14.486155
fernandassep,156,79600,4000000,5384.0,https://www.tiktok.com/@fernandassep/video/7070236297591344427,2022-04-01,00:48:14.525508
fernandassep,156,79600,4000000,6133.0,https://www.tiktok.com/@fernandassep/video/7070230017124470059,2022-04-01,00:48:14.568807
fernandassep,156,79600,4000000,46600.0,https://www.tiktok.com/@fernandassep/video/7069950272541429038,2022-04-01,00:48:14.607378
fernandassep,156,79600,4000000,7741.0,https://www.tiktok.com/@fernandassep/video/7069947009913883946,2022-04-01,00:48:14.646003
fernandassep,156,79600,4000000,4628.0,https://www.tiktok.com/@fernandassep/video/7069935680587091243,2022-04-01,00:48:14.688359
fernandassep,156,79600,4000000,4284.0,https://www.tiktok.com/@fernandassep/video/7069901873444031786,2022-04-01,00:48:14.729696
fernandassep,156,79600,4000000,4556.0,https://www.tiktok.com/@fernandassep/video/7069630214313184555,2022-04-01,00:48:14.770138
fernandassep,156,79600,4000000,6890.0,https://www.tiktok.com/@fernandassep/video/7069604296370687278,2022-04-01,00:48:14.808952
fernandassep,156,79600,4000000,7457.0,https://www.tiktok.com/@fernandassep/video/7069568470492532011,2022-04-01,00:48:14.848631
fernandassep,156,79600,4000000,9487.0,https://www.tiktok.com/@fernandassep/video/7069564703562796330,2022-04-01,00:48:14.889554
fernandassep,156,79600,4000000,14100.0,https://www.tiktok.com/@fernandassep/video/7069557307771817259,2022-04-01,00:48:14.928625
fernandassep,156,79600,4000000,11000.0,https://www.tiktok.com/@fernandassep/video/7069541495329819950,2022-04-01,00:48:14.970151
fernandassep,156,79600,4000000,165900.0,https://www.tiktok.com/@fernandassep/video/7069537061837180206,2022-04-01,00:48:15.009716
fernandassep,156,79600,4000000,6198.0,https://www.tiktok.com/@fernandassep/video/7069252348601765166,2022-04-01,00:48:15.049360
fernandassep,156,79600,4000000,6005.0,https://www.tiktok.com/@fernandassep/video/7069244011071950123,2022-04-01,00:48:15.090515
fernandassep,156,79600,4000000,7588.0,https://www.tiktok.com/@fernandassep/video/7069191874564869422,2022-04-01,00:48:15.129957
fernandassep,156,79600,4000000,5693.0,https://www.tiktok.com/@fernandassep/video/7069188856502865195,2022-04-01,00:48:15.169328
fernandassep,156,79600,4000000,8511.0,https://www.tiktok.com/@fernandassep/video/7069144236456676651,2022-04-01,00:48:15.216459
fernandassep,156,79600,4000000,2739.0,https://www.tiktok.com/@fernandassep/video/7068900844829216043,2022-04-01,00:48:15.256972
fernandassep,156,79600,4000000,8152.0,https://www.tiktok.com/@fernandassep/video/7068841409821822254,2022-04-01,00:48:15.296592
fernandassep,156,79600,4000000,3744.0,https://www.tiktok.com/@fernandassep/video/7068793728093441326,2022-04-01,00:48:15.340484
fernandassep,156,79600,4000000,2584.0,https://www.tiktok.com/@fernandassep/video/7068771645820783915,2022-04-01,00:48:15.381854
fernandassep,156,79600,4000000,3611.0,https://www.tiktok.com/@fernandassep/video/7068753491287739694,2022-04-01,00:48:15.421372
fernandassep,156,79600,4000000,14200.0,https://www.tiktok.com/@fernandassep/video/7068741225922170154,2022-04-01,00:48:15.459805
fernandassep,156,79600,4000000,6404.0,https://www.tiktok.com/@fernandassep/video/7068543655883279663,2022-04-01,00:48:15.501326
fernandassep,156,79600,4000000,4291.0,https://www.tiktok.com/@fernandassep/video/7068486345882258735,2022-04-01,00:48:15.542846
fernandassep,156,79600,4000000,10800.0,https://www.tiktok.com/@fernandassep/video/7068475292180008238,2022-04-01,00:48:15.581450
fernandassep,156,79600,4000000,2585.0,https://www.tiktok.com/@fernandassep/video/7068450703337082158,2022-04-01,00:48:15.622644
fernandassep,156,79600,4000000,6782.0,https://www.tiktok.com/@fernandassep/video/7068435035942096174,2022-04-01,00:48:15.663725
fernandassep,156,79600,4000000,5197.0,https://www.tiktok.com/@fernandassep/video/7068102323830050094,2022-04-01,00:48:15.704094
fernandassep,156,79600,4000000,3554.0,https://www.tiktok.com/@fernandassep/video/7068093039063092526,2022-04-01,00:48:15.744391
fernandassep,156,79600,4000000,6636.0,https://www.tiktok.com/@fernandassep/video/7068088775263653167,2022-04-01,00:48:15.783506
fernandassep,156,79600,4000000,5963.0,https://www.tiktok.com/@fernandassep/video/7068064788789595438,2022-04-01,00:48:15.822303
fernandassep,156,79600,4000000,15200.0,https://www.tiktok.com/@fernandassep/video/7068058189161483567,2022-04-01,00:48:15.865855
fernandassep,156,79600,4000000,3124.0,https://www.tiktok.com/@fernandassep/video/7068038358047608111,2022-04-01,00:48:15.907403
fernandassep,156,79600,4000000,4163.0,https://www.tiktok.com/@fernandassep/video/7068033807605304623,2022-04-01,00:48:15.946208
fernandassep,156,79600,4000000,3243.0,https://www.tiktok.com/@fernandassep/video/7067980879179615535,2022-04-01,00:48:15.988315
fernandassep,156,79600,4000000,11000.0,https://www.tiktok.com/@fernandassep/video/7067972676169796910,2022-04-01,00:48:16.029310
fernandassep,156,79600,4000000,2765.0,https://www.tiktok.com/@fernandassep/video/7067959209727659310,2022-04-01,00:48:16.068892
fernandassep,156,79600,4000000,27400.0,https://www.tiktok.com/@fernandassep/video/7067958406824512815,2022-04-01,00:48:16.108388
fernandassep,156,79600,4000000,14500.0,https://www.tiktok.com/@fernandassep/video/7067940751166000431,2022-04-01,00:48:16.154377
fernandassep,156,79600,4000000,3983.0,https://www.tiktok.com/@fernandassep/video/7067799114594995503,2022-04-01,00:48:16.194647
fernandassep,156,79600,4000000,2673.0,https://www.tiktok.com/@fernandassep/video/7067772205236800814,2022-04-01,00:48:16.235496
fernandassep,156,79600,4000000,4451.0,https://www.tiktok.com/@fernandassep/video/7067753322597600559,2022-04-01,00:48:16.277967
fernandassep,156,79600,4000000,32000.0,https://www.tiktok.com/@fernandassep/video/7067717936294792494,2022-04-01,00:48:16.317348
fernandassep,156,79600,4000000,23700.0,https://www.tiktok.com/@fernandassep/video/7067714492804681007,2022-04-01,00:48:16.363790
fernandassep,156,79600,4000000,3306.0,https://www.tiktok.com/@fernandassep/video/7067710868036832558,2022-04-01,00:48:16.404393
